
Gurobi 12.0.3 (win64) logging started Tue Sep  8 03:16:55 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_482\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_160kW_Descomp\station_2_d121\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26932 rows, 54733 columns and 249825 nonzeros
Model fingerprint: 0x5e37eb2f
Variable types: 2129 continuous, 52604 integer (19481 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e-01, 1e+02]
  Bounds range     [1e+00, 2e+00]
  RHS range        [1e+00, 1e+04]

Warning: Completing partial solution with 51880 unfixed non-continuous variables out of 52604
User MIP start produced solution with objective 285133 (0.06s)
Loaded user MIP start with objective 285133

Presolve removed 25620 rows and 45304 columns
Presolve time: 0.20s
Presolved: 1312 rows, 9429 columns, 31109 nonzeros
Variable types: 216 continuous, 9213 integer (9125 binary)
Root relaxation presolved: 1312 rows, 9429 columns, 31109 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 2.646525e+05, 3762 iterations, 0.05 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 264652.490    0   24 285132.889 264652.490  7.18%     -    0s
     0     0 264652.490    0   23 285132.889 264652.490  7.18%     -    0s
     0     0 264764.889    0   78 285132.889 264764.889  7.14%     -    1s
     0     0 264764.889    0   51 285132.889 264764.889  7.14%     -    1s
     0     0 264764.889    0   64 285132.889 264764.889  7.14%     -    1s
     0     0 264764.889    0   29 285132.889 264764.889  7.14%     -    1s
     0     0 264764.889    0    6 285132.889 264764.889  7.14%     -    2s
     0     0 264764.889    0   23 285132.889 264764.889  7.14%     -    2s
     0     0 264764.889    0   23 285132.889 264764.889  7.14%     -    2s
     0     0 264764.889    0   39 285132.889 264764.889  7.14%     -    2s
     0     0 264764.889    0   39 285132.889 264764.889  7.14%     -    2s
     0     2 264764.889    0   39 285132.889 264764.889  7.14%     -    3s
    34    36 264764.889   17   73 285132.889 264764.889  7.14%   193    5s
   106   108 264764.889   54   78 285132.889 264764.889  7.14%   289   10s
   177   179 264764.889   89   60 285132.889 264764.889  7.14%   338   15s
   234   234 264764.889   31   49 285132.889 264764.889  7.14%   315   20s
   287   287 264764.889   32   78 285132.889 264764.889  7.14%   318   25s
   340   340 264764.889   59   84 285132.889 264764.889  7.14%   306   30s
   385   384 264764.889   81   38 285132.889 264764.889  7.14%   329   36s
   429   421 264764.889   19  127 285132.889 264764.889  7.14%   353   40s
   477   469 264764.889   43   65 285132.889 264764.889  7.14%   357   46s
   518   508 264764.889   44   39 285132.889 264764.889  7.14%   354   50s
   527   514 264764.889    9   48 285132.889 264764.889  7.14%   348   55s
   531   517 264764.889   30   46 285132.889 264764.889  7.14%   345   60s
   537   521 264764.889   43   37 285132.889 264764.889  7.14%   341   65s
   559   536 264764.889   21   63 285132.889 264764.889  7.14%   386   70s
   607   550 271614.389   17   67 285132.889 264764.889  7.14%   412   75s
   672   553 267079.871   32  113 285132.889 264764.889  7.14%   442   80s
   717   558 infeasible   25      285132.889 264764.889  7.14%   476   85s
   812   586 271975.340   46   48 285132.889 264764.889  7.14%   457   90s
   879   593 264764.889   28   61 285132.889 264764.889  7.14%   458   95s
   927   610 264764.889   32   40 285132.889 264764.889  7.14%   463  100s
   972   628 264764.889   43   77 285132.889 264764.889  7.14%   471  105s
  1025   653 264764.889   32   48 285132.889 264764.889  7.14%   471  110s
  1041   661 284357.672   29   88 285132.889 264764.889  7.14%   478  115s
  1089   676 264764.889   39   39 285132.889 264764.889  7.14%   478  120s
  1166   695 264764.889   40   46 285132.889 264764.889  7.14%   478  125s
  1192   704 264764.889   45   38 285132.889 264764.889  7.14%   476  130s
  1286   716 270124.374   55   74 285132.889 264764.889  7.14%   475  135s
  1366   733 265696.546   55   80 285132.889 264764.889  7.14%   479  140s
  1401   740 264764.889   61   38 285132.889 264764.889  7.14%   482  145s
  1484   741 270623.471   33   78 285132.889 264764.889  7.14%   499  150s
  1548   760 271038.277   32   61 285132.889 264764.889  7.14%   510  156s
  1591   747 284696.581   27   71 285132.889 264764.889  7.14%   532  160s
  1656   747 283964.889   43   91 285132.889 264764.889  7.14%   553  165s
  1710   765 264764.889   23   29 285132.889 264764.889  7.14%   554  170s
  1739   775 264764.889   25   74 285132.889 264764.889  7.14%   555  175s
  1826   794 270639.880   33   64 285132.889 264764.889  7.14%   559  180s
