
Gurobi 10.0.0 (win64) logging started Wed Jul 29 20:38:22 2026

Set parameter LogFile to value "output\Taller_DET_Agosto\Swap_maxproduction_27ktpd\station_1_d32_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 10.0.0 build v10.0.0rc2 (win64)

CPU model: 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 4 physical cores, 8 logical processors, using up to 1 threads

Optimize a model with 33851 rows, 80359 columns and 367210 nonzeros
Model fingerprint: 0xc9d00f03
Variable types: 4395 continuous, 75964 integer (42841 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 3e+04]
Presolve removed 31444 rows and 58719 columns
Presolve time: 1.61s
Presolved: 2407 rows, 21640 columns, 70538 nonzeros
Variable types: 413 continuous, 21227 integer (20741 binary)
Root relaxation presolve removed 1 rows and 0 columns
Root relaxation presolved: 2406 rows, 21641 columns, 70537 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 4.490720e+05, 8164 iterations, 0.64 seconds (0.16 work units)
Total elapsed time = 6.73s

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 502890.789    0   66          - 502890.789      -     -    7s
H    0     0                    597515.06667 502890.789  15.8%     -    7s
     0     0 502890.789    0   75 597515.067 502890.789  15.8%     -   14s
H    0     0                    595468.73067 502890.789  15.5%     -   25s
     0     0 502929.106    0   73 595468.731 502929.106  15.5%     -   25s
     0     0 502929.106    0   61 595468.731 502929.106  15.5%     -   32s
     0     0 502929.106    0   66 595468.731 502929.106  15.5%     -   32s
     0     0 502929.106    0   71 595468.731 502929.106  15.5%     -   37s
     0     0 502929.106    0  119 595468.731 502929.106  15.5%     -   44s
     0     0 502929.106    0   82 595468.731 502929.106  15.5%     -   51s
     0     0 502929.106    0  110 595468.731 502929.106  15.5%     -   51s
     0     0 502929.106    0   75 595468.731 502929.106  15.5%     -   57s
     0     0 502929.106    0   71 595468.731 502929.106  15.5%     -   57s
     0     2 502929.106    0   70 595468.731 502929.106  15.5%     -   83s
     3     5 502929.106    3  196 595468.731 502929.106  15.5%   696   86s
     8    10 502929.106    7  169 595468.731 502929.106  15.5%   379   91s
     9    11 502929.106    8  171 595468.731 502929.106  15.5%   346   97s
    11    13 502929.106    9  171 595468.731 502929.106  15.5%   328  101s
    15    17 502929.106   10   78 595468.731 502929.106  15.5%   935  106s
    18    20 507640.231   10  177 595468.731 502929.106  15.5%  1140  110s
    24    26 502929.106   13  121 595468.731 502929.106  15.5%   896  115s
    29    31 502929.106   14  116 595468.731 502929.106  15.5%   793  120s
    33    35 502929.106   10   79 595468.731 502929.106  15.5%   862  125s
    37    39 502929.106   10   76 595468.731 502929.106  15.5%   932  130s
    40    42 502929.106   13  119 595468.731 502929.106  15.5%   868  135s
    45    47 502929.106   10   73 595468.731 502929.106  15.5%  1002  141s
    51    52 502929.106   14  125 595468.731 502929.106  15.5%   898  145s
    59    60 502929.106   17  124 595468.731 502929.106  15.5%   791  151s
    66    67 502929.106   18  122 595468.731 502929.106  15.5%   716  155s
    71    72 507640.231   17  108 595468.731 502929.106  15.5%   693  160s
    75    76 507640.231   16  104 595468.731 502929.106  15.5%   670  165s
    83    84 502929.106   13  122 595468.731 502929.106  15.5%   619  170s
    90    89 502929.106   17  110 595468.731 502929.106  15.5%   580  175s
    97    94 502929.106   13  124 595468.731 502929.106  15.5%   543  180s
    99    96 502929.106    9  160 595468.731 502929.106  15.5%   534  186s
   106   102 518664.681   14  132 595468.731 502929.106  15.5%   504  191s
   113   109 502929.106   14  158 595468.731 502929.106  15.5%   487  195s
   114   110 502929.106   14  175 595468.731 502929.106  15.5%   486  212s
   119   115 502929.106   15  170 595468.731 502929.106  15.5%   477  215s
   125   121 507640.231   17  146 595468.731 502929.106  15.5%   467  220s
   132   128 502929.106   18  188 595468.731 502929.106  15.5%   454  225s
   139   135 502929.106   10   74 595468.731 502929.106  15.5%   474  231s
   147   143 507640.231   19   90 595468.731 502929.106  15.5%   455  235s
   158   154 507640.231   24  108 595468.731 502929.106  15.5%   426  240s
   167   163 502929.106   20   79 595468.731 502929.106  15.5%   443  255s
   180   175 507640.231   20   77 595468.731 502929.106  15.5%   418  260s
   188   183 507640.231   23   84 595468.731 502929.106  15.5%   405  265s
   192   187 502929.106   20   61 595468.731 502929.106  15.5%   429  270s
   196   190 507640.231   17  115 595468.731 507640.231  14.7%   423  281s
   201   195 507640.231   15  118 595468.731 507640.231  14.7%   421  285s
   203   197 507640.231   12  175 595468.731 507640.231  14.7%   420  290s
   213   207 507640.231   19   94 595468.731 507640.231  14.7%   417  295s
   215   209 507640.231   20   98 595468.731 507640.231  14.7%   415  308s
   217   211 507640.231   19   97 595468.731 507640.231  14.7%   416  310s
