
Gurobi 10.0.0 (win64) logging started Thu Jul 30 21:41:52 2026

Set parameter LogFile to value "output\Taller_DET_Agosto\Swap_8lhds_max_production\station_1_d91\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 10.0.0 build v10.0.0rc2 (win64)

CPU model: 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 4 physical cores, 8 logical processors, using up to 1 threads

Optimize a model with 36103 rows, 81491 columns and 369048 nonzeros
Model fingerprint: 0x5a756224
Variable types: 4807 continuous, 76684 integer (43561 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e-01, 1e+02]
  Bounds range     [1e+00, 4e+00]
  RHS range        [1e+00, 3e+04]

Warning: Completing partial solution with 75240 unfixed non-continuous variables out of 76684
User MIP start produced solution with objective 710037 (0.37s)
User MIP start produced solution with objective 671637 (0.38s)
Loaded user MIP start with objective 671637

Presolve removed 33494 rows and 59862 columns
Presolve time: 1.71s
Presolved: 2609 rows, 21629 columns, 66659 nonzeros
Variable types: 472 continuous, 21157 integer (20844 binary)
Root relaxation presolved: 2609 rows, 21629 columns, 66659 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 6.303310e+05, 6275 iterations, 0.34 seconds (0.09 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 630330.986    0   31 671637.067 630330.986  6.15%     -    4s
     0     0 630330.986    0   41 671637.067 630330.986  6.15%     -   10s
     0     0 630330.986    0   89 671637.067 630330.986  6.15%     -   18s
     0     0 630330.986    0   40 671637.067 630330.986  6.15%     -   22s
     0     0 630330.986    0  102 671637.067 630330.986  6.15%     -   25s
     0     0 630330.986    0   41 671637.067 630330.986  6.15%     -   30s
     0     0 630330.986    0   84 671637.067 630330.986  6.15%     -   32s
     0     0 630330.986    0   52 671637.067 630330.986  6.15%     -   38s
     0     0 630330.986    0   52 671637.067 630330.986  6.15%     -   38s
     0     2 630330.986    0   51 671637.067 630330.986  6.15%     -   51s
     3     5 630330.986    2  208 671637.067 630330.986  6.15%  1636   55s
    18    20 630330.986    9  176 671637.067 630330.986  6.15%   438   61s
    24    26 630330.986   12   93 671637.067 630330.986  6.15%   883   65s
    35    37 630330.986   18  139 671637.067 630330.986  6.15%   682   70s
    43    45 630330.986   11  114 671637.067 630330.986  6.15%   786   75s
    57    59 630330.986   18  124 671637.067 630330.986  6.15%   603   80s
    59    61 630330.986   19  135 671637.067 630330.986  6.15%   610   86s
    63    64 630330.986   16  131 671637.067 630330.986  6.15%   673   92s
    68    68 630330.986   20   57 671637.067 630330.986  6.15%   728   95s
    72    72 630330.986   22  138 671637.067 630330.986  6.15%   770  101s
    83    83 630330.986   26   94 671637.067 630330.986  6.15%   683  105s
    92    92 630330.986   28  130 671637.067 630330.986  6.15%   622  110s
   101   101 630330.986   35  129 671637.067 630330.986  6.15%   593  118s
   106   106 630330.986   35  127 671637.067 630330.986  6.15%   568  125s
   112   112 630330.986    6  166 671637.067 630330.986  6.15%   588  132s
   120   120 630330.986   10   78 671637.067 630330.986  6.15%   600  135s
   128   128 630330.986   46  139 671637.067 630330.986  6.15%   633  140s
   145   145 630330.986   30   43 671637.067 630330.986  6.15%   648  145s
   160   160 630330.986   38  110 671637.067 630330.986  6.15%   601  150s
   172   172 630330.986   26  120 671637.067 630330.986  6.15%   602  155s
   188   188 630330.986   34  141 671637.067 630330.986  6.15%   607  160s
   205   205 630330.986   60   66 671637.067 630330.986  6.15%   602  165s
   220   220 630330.986   50   65 671637.067 630330.986  6.15%   608  174s
   221   221 630330.986   68  126 671637.067 630330.986  6.15%   610  175s
   249   249 630330.986   19  164 671637.067 630330.986  6.15%   586  180s
   256   256 630330.986   20   64 671637.067 630330.986  6.15%   635  187s
   271   271 630330.986   28  138 671637.067 630330.986  6.15%   608  190s
   293   293 630330.986   85  110 671637.067 630330.986  6.15%   601  195s
   300   300 630330.986   42  102 671637.067 630330.986  6.15%   591  202s
   303   303 630330.986   60   82 671637.067 630330.986  6.15%   598  205s
   326   326 630330.986   57  124 671637.067 630330.986  6.15%   586  210s
   357   357 630330.986   28  111 671637.067 630330.986  6.15%   564  215s
   381   381 630330.986   40   60 671637.067 630330.986  6.15%   549  220s
   404   404 630330.986   23  120 671637.067 630330.986  6.15%   524  225s
   425   425 630330.986   62   82 671637.067 630330.986  6.15%   529  230s
   458   458 630330.986   79  133 671637.067 630330.986  6.15%   509  235s
   481   481 630330.986   90   51 671637.067 630330.986  6.15%   512  240s
   502   502 630330.986   50   75 671637.067 630330.986  6.15%   526  245s
   505   505 630330.986   51  109 671637.067 630330.986  6.15%   526  252s
   511   510 630330.986   90   52 671637.067 630330.986  6.15%   522  261s
   513   511 630330.986   52   29 671637.067 630330.986  6.15%   520  266s
   514   512 630330.986   78   46 671637.067 630330.986  6.15%   519  271s
