
Gurobi 12.0.3 (win64) logging started Mon Sep  7 20:55:46 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_libre\Swap_fixed_3estaciones_160kW_Descomp\station_3_d91_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26358 rows, 53707 columns and 244686 nonzeros
Model fingerprint: 0x7de5c6b5
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23428 rows and 43754 columns
Presolve time: 0.38s
Presolved: 2930 rows, 9953 columns, 32790 nonzeros
Variable types: 824 continuous, 9129 integer (8566 binary)
Root relaxation presolved: 2930 rows, 9953 columns, 32790 nonzeros


Root relaxation: objective 1.817590e+05, 14259 iterations, 3.94 seconds (2.32 work units)
Total elapsed time = 5.80s (DegenMoves)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 181759.022    0   53          - 181759.022      -     -    6s
     0     0 181769.231    0   47          - 181769.231      -     -    7s
H    0     0                    287079.55556 181769.231  36.7%     -    7s
     0     0 182329.888    0   63 287079.556 182329.888  36.5%     -    7s
     0     0 182329.888    0   58 287079.556 182329.888  36.5%     -    7s
     0     0 182329.888    0   13 287079.556 182329.888  36.5%     -    9s
     0     0 182329.888    0   14 287079.556 182329.888  36.5%     -    9s
     0     0 182329.888    0   17 287079.556 182329.888  36.5%     -   12s
     0     0 182329.888    0   49 287079.556 182329.888  36.5%     -   12s
     0     0 182329.888    0   18 287079.556 182329.888  36.5%     -   14s
     0     0 182329.888    0   17 287079.556 182329.888  36.5%     -   14s
     0     2 182329.888    0   16 287079.556 182329.888  36.5%     -   15s
H   26    26                    286236.00000 182329.888  36.3%   336   19s
    35    37 182329.888   18   26 286236.000 182329.888  36.3%   297   20s
    71    73 182329.888   10   33 286236.000 182329.888  36.3%   177   25s
   108   110 182329.888   11   21 286236.000 182329.888  36.3%   164   31s
   130   132 182329.888   36   21 286236.000 182329.888  36.3%   141   35s
   181   183 182329.888   36   16 286236.000 182329.888  36.3%   113   40s
   208   210 182329.888   46   14 286236.000 182329.888  36.3%   104   47s
   234   236 182329.888   51   14 286236.000 182329.888  36.3%  96.6   50s
   276   278 182329.888   50   14 286236.000 182329.888  36.3%  87.8   55s
   290   292 182329.888   47   16 286236.000 182329.888  36.3%  85.1   60s
   351   353 182329.888   57   14 286236.000 182329.888  36.3%  77.3   65s
   401   403 182329.888   68   16 286236.000 182329.888  36.3%  72.5   70s
   480   482 182329.888   80   14 286236.000 182329.888  36.3%  69.6   75s
   512   513 182329.888   36   17 286236.000 182329.888  36.3%  67.2   85s
   514   514 182329.888   20   36 286236.000 182329.888  36.3%  66.9   93s
   516   516 182329.888   92   10 286236.000 182329.888  36.3%  66.7   96s
   519   518 182329.888   50   21 286236.000 182329.888  36.3%  66.3  100s
   524   521 182329.888   57   15 286236.000 182329.888  36.3%  65.7  105s
   532   526 182329.888   50   19 286236.000 182329.888  36.3%  64.7  110s
   534   528 182329.888   56   19 286236.000 182329.888  36.3%  64.4  116s
   543   536 182329.888   18   57 286236.000 182329.888  36.3%   168  120s
   560   547 182329.888   21  106 286236.000 182329.888  36.3%   169  125s
   569   553 182329.888   25   14 286236.000 182329.888  36.3%   175  130s
   588   566 182329.888   30   16 286236.000 182329.888  36.3%   170  135s
   606   578 182329.888   28   16 286236.000 182329.888  36.3%   166  140s
   643   602 182329.888   39   17 286236.000 182329.888  36.3%   159  145s
   673   622 182329.888   51   17 286236.000 182329.888  36.3%   153  150s
   688   632 182329.888   48   15 286236.000 182329.888  36.3%   150  156s
   716   651 182329.888   54   15 286236.000 182329.888  36.3%   145  160s
   731   661 182329.888   59   17 286236.000 182329.888  36.3%   143  165s
   768   686 182329.888   69   15 286236.000 182329.888  36.3%   137  170s
   785   697 182329.888   69   15 286236.000 182329.888  36.3%   135  176s
   794   703 182329.888   74   15 286236.000 182329.888  36.3%   134  182s
   810   714 182329.888   66   17 286236.000 182329.888  36.3%   131  185s
   847   738 182329.888   66   15 286236.000 182329.888  36.3%   127  190s
   882   762 182329.888   71   15 286236.000 182329.888  36.3%   123  197s
   909   780 182329.888   77   15 286236.000 182329.888  36.3%   120  200s
   950   807 182329.888   86   17 286236.000 182329.888  36.3%   117  205s
