
Gurobi 12.0.3 (win64) logging started Mon Sep  7 21:58:52 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_320kW_Descomp\station_3_d32_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26872 rows, 53707 columns and 243987 nonzeros
Model fingerprint: 0x0314f1be
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 25540 rows and 44945 columns
Presolve time: 0.38s
Presolved: 1332 rows, 8762 columns, 28041 nonzeros
Variable types: 216 continuous, 8546 integer (8258 binary)
Root relaxation presolved: 1332 rows, 8762 columns, 28041 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 1.999768e+05, 3582 iterations, 0.06 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 199976.824    0   17          - 199976.824      -     -    1s
H    0     0                    328494.77778 199976.824  39.1%     -    1s
     0     0 200503.778    0    8 328494.778 200503.778  39.0%     -    2s
     0     0 200503.778    0    8 328494.778 200503.778  39.0%     -    2s
     0     0 200503.778    0    8 328494.778 200503.778  39.0%     -    2s
     0     0 200503.778    0   20 328494.778 200503.778  39.0%     -    2s
     0     0 200503.778    0    6 328494.778 200503.778  39.0%     -    3s
     0     0 200503.778    0   13 328494.778 200503.778  39.0%     -    3s
     0     0 200503.778    0   16 328494.778 200503.778  39.0%     -    3s
     0     0 200503.778    0   13 328494.778 200503.778  39.0%     -    4s
     0     0 200503.778    0   13 328494.778 200503.778  39.0%     -    4s
H    0     0                    328365.00000 200503.778  38.9%     -    4s
     0     2 200503.778    0   13 328365.000 200503.778  38.9%     -    8s
H    9     9                    327716.11111 200503.778  38.8%   183    9s
     9    11 200503.778    5   30 327716.111 200503.778  38.8%   221   10s
    34    36 200503.778   17   39 327716.111 200503.778  38.8%   347   15s
    63    65 200503.778   32   18 327716.111 200503.778  38.8%   225   20s
    95    97 200503.778   48   32 327716.111 200503.778  38.8%   207   25s
   106   108 200503.778   53   14 327716.111 200503.778  38.8%   202   30s
   162   162 200503.778   81   32 327716.111 200503.778  38.8%   154   35s
H  197   195                    327067.22222 200503.778  38.7%   143   38s
   203   203 200503.778  102   22 327067.222 200503.778  38.7%   144   40s
   236   232 200503.778  118   21 327067.222 200503.778  38.7%   172   45s
   292   274 200503.778  142   26 327067.222 200503.778  38.7%   157   50s
   327   299 200503.778  159   24 327067.222 200503.778  38.7%   154   55s
   373   329 200503.778  180   32 327067.222 200503.778  38.7%   159   60s
   397   351 200503.778  191   16 327067.222 200503.778  38.7%   161   66s
   435   387 200503.778   20   33 327067.222 200503.778  38.7%   157   70s
   475   427 200503.778   42   14 327067.222 200503.778  38.7%   163   75s
   489   441 200503.778   49   20 327067.222 200503.778  38.7%   164   82s
   494   446 200503.778   52   18 327067.222 200503.778  38.7%   166   87s
   512   464 200503.778   61   25 327067.222 200503.778  38.7%   166   90s
   541   492 200503.778   39   13 327067.222 200503.778  38.7%   160   96s
   544   494 200503.778  121   15 327067.222 200503.778  38.7%   159  101s
   547   496 200503.778   73   12 327067.222 200503.778  38.7%   158  107s
   549   497 200503.778   16   12 327067.222 200503.778  38.7%   157  110s
   553   500 200503.778  101   15 327067.222 200503.778  38.7%   156  116s
   555   501 200503.778   57   17 327067.222 200503.778  38.7%   155  120s
   558   503 200503.778   81   11 327067.222 200503.778  38.7%   155  127s
   560   505 200503.778    6   13 327067.222 200503.778  38.7%   154  130s
   570   513 200503.778   16   19 327067.222 200503.778  38.7%   209  135s
   611   541 200503.778   37   15 327067.222 200503.778  38.7%   197  140s
   651   567 200503.778   57   12 327067.222 200503.778  38.7%   189  145s
   679   584 200503.778   43   19 327067.222 200503.778  38.7%   182  150s
   727   616 200503.778   67   15 327067.222 200503.778  38.7%   171  155s
   764   639 200503.778   85   16 327067.222 200503.778  38.7%   164  160s
   785   653 200503.778   96   20 327067.222 200503.778  38.7%   161  165s
   801   663 200503.778  104   18 327067.222 200503.778  38.7%   158  170s
   822   677 200503.778   49   15 327067.222 200503.778  38.7%   157  177s
   832   684 200503.778   54   15 327067.222 200503.778  38.7%   155  180s
   865   706 200503.778   41   19 327067.222 200503.778  38.7%   150  185s
