
Gurobi 12.0.3 (win64) logging started Mon Sep  7 19:54:07 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_160kW_Descomp\station_2_d244_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26932 rows, 54733 columns and 250280 nonzeros
Model fingerprint: 0xa2a9451f
Variable types: 2129 continuous, 52604 integer (19481 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 25548 rows and 45429 columns
Presolve time: 0.21s
Presolved: 1384 rows, 9304 columns, 30500 nonzeros
Variable types: 216 continuous, 9088 integer (8776 binary)
Found heuristic solution: objective 582455.88889
Root relaxation presolved: 1384 rows, 9304 columns, 30500 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 2.721660e+05, 4319 iterations, 0.10 seconds (0.09 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 272166.029    0   62 582455.889 272166.029  53.3%     -    0s
H    0     0                    581612.33333 272166.029  53.2%     -    0s
     0     0 272166.029    0   60 581612.333 272166.029  53.2%     -    1s
H    0     0                    580833.66667 272277.636  53.1%     -    1s
H    0     0                    428198.00000 272277.636  36.4%     -    1s
H    0     0                    427419.33333 272277.636  36.3%     -    1s
     0     0 284548.889    0   40 427419.333 284548.889  33.4%     -    1s
     0     0 284548.889    0   12 427419.333 284548.889  33.4%     -    2s
     0     0 284548.889    0   15 427419.333 284548.889  33.4%     -    2s
     0     0 284548.889    0   17 427419.333 284548.889  33.4%     -    3s
     0     0 284548.889    0   20 427419.333 284548.889  33.4%     -    3s
     0     0 284548.889    0   19 427419.333 284548.889  33.4%     -    3s
     0     0 284548.889    0   20 427419.333 284548.889  33.4%     -    4s
     0     0 284548.889    0   20 427419.333 284548.889  33.4%     -    5s
     0     2 284548.889    0   19 427419.333 284548.889  33.4%     -    5s
    46    48 284548.889   24   31 427419.333 284548.889  33.4%   253   10s
   101   103 284548.889   46   26 427419.333 284548.889  33.4%   185   15s
   156   158 284548.889   34   19 427419.333 284548.889  33.4%   221   20s
H  162   162                    427419.31729 284548.889  33.4%   214   20s
   215   217 284548.889   65   75 427419.317 284548.889  33.4%   185   25s
   297   295 284548.889   39   51 427419.317 284548.889  33.4%   180   30s
   323   321 284548.889   52   22 427419.317 284548.889  33.4%   171   35s
   397   395 284548.889   87   21 427419.317 284548.889  33.4%   152   40s
   437   433 284548.889  107   18 427419.317 284548.889  33.4%   150   46s
   494   490 284548.889  127   14 427419.317 284548.889  33.4%   139   50s
   520   513 284548.889   22   14 427419.317 284548.889  33.4%   134   56s
   524   516 284548.889   67   11 427419.317 284548.889  33.4%   133   61s
   533   522 284548.889   33   22 427419.317 284548.889  33.4%   131   65s
H  536   497                    427419.31711 284548.889  33.4%   130   67s
   576   526 284548.889   29   18 427419.317 284548.889  33.4%   179   70s
   641   569 284548.889   49   18 427419.317 284548.889  33.4%   162   75s
   699   604 284548.889   78   26 427419.317 284548.889  33.4%   151   80s
   739   627 284548.889   48   22 427419.317 284548.889  33.4%   143   85s
   807   673 284548.889   79   26 427419.317 284548.889  33.4%   134   90s
   865   697 284548.889   79   28 427419.317 284548.889  33.4%   126   95s
   937   743 284548.889   56   22 427419.317 284548.889  33.4%   119  100s
   966   761 284548.889   86   19 427419.317 284548.889  33.4%   120  105s
  1018   795 284548.889  105   11 427419.317 284548.889  33.4%   115  110s
  1070   830 284548.889  114   11 427419.317 284548.889  33.4%   110  115s
  1149   883 284548.889  122   11 427419.317 284548.889  33.4%   104  120s
  1204   919 284548.889  148   13 427419.317 284548.889  33.4%   100  125s
  1306   979 284548.889  191   22 427419.317 284548.889  33.4%  95.5  130s
  1372  1021 284548.889  132   11 427419.317 284548.889  33.4%  92.4  136s
  1428  1059 284548.889  160   13 427419.317 284548.889  33.4%  90.1  140s
  1509  1111 284548.889  201   26 427419.317 284548.889  33.4%  88.4  145s
  1591  1157 284548.889  107   11 427419.317 284548.889  33.4%  85.1  150s
  1668  1209 284548.889  142   11 427419.317 284548.889  33.4%  82.0  155s
  1749  1261 284548.889   46   14 427419.317 284548.889  33.4%  80.2  160s
  1802  1296 284548.889  117   11 427419.317 284548.889  33.4%  78.6  165s
  1859  1334 284548.889  147   13 427419.317 284548.889  33.4%  77.2  170s
