
Gurobi 12.0.3 (win64) logging started Mon Sep  7 01:02:21 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_482\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_320kW_Descomp\station_1_d274_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26872 rows, 53707 columns and 244498 nonzeros
Model fingerprint: 0xa588aa7e
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 25542 rows and 44950 columns
Presolve time: 0.18s
Presolved: 1330 rows, 8757 columns, 28573 nonzeros
Variable types: 216 continuous, 8541 integer (8166 binary)
Root relaxation presolved: 1330 rows, 8757 columns, 28573 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 1.992110e+05, 3823 iterations, 0.05 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 199210.994    0   12          - 199210.994      -     -    0s
     0     0 199211.190    0   10          - 199211.190      -     -    0s
H    0     0                    327326.77778 199211.190  39.1%     -    0s
     0     0 199211.190    0   55 327326.778 199211.190  39.1%     -    1s
     0     0 199211.190    0   12 327326.778 199211.190  39.1%     -    1s
     0     0 199211.190    0   30 327326.778 199211.190  39.1%     -    1s
     0     0 199211.190    0   29 327326.778 199211.190  39.1%     -    1s
     0     0 199335.778    0   30 327326.778 199335.778  39.1%     -    2s
     0     0 199335.778    0    8 327326.778 199335.778  39.1%     -    2s
H    0     0                    326288.55556 199335.778  38.9%     -    2s
     0     0 199335.778    0   12 326288.556 199335.778  38.9%     -    2s
     0     0 199335.778    0    7 326288.556 199335.778  38.9%     -    3s
     0     0 199335.778    0   25 326288.556 199335.778  38.9%     -    3s
     0     0 199335.778    0   10 326288.556 199335.778  38.9%     -    3s
     0     0 199335.778    0   12 326288.556 199335.778  38.9%     -    3s
     0     0 199335.778    0   11 326288.556 199335.778  38.9%     -    4s
     0     0 199335.778    0   10 326288.556 199335.778  38.9%     -    5s
     0     0 199335.778    0   10 326288.556 199335.778  38.9%     -    5s
     0     2 199335.778    0   10 326288.556 199335.778  38.9%     -    6s
    38    40 199335.778   19   27 326288.556 199335.778  38.9%   178   10s
    81    83 199335.778   42   13 326288.556 199335.778  38.9%   181   15s
H  106   106                    284690.77778 199335.778  30.0%   146   18s
   130   132 199335.778   53    7 284690.778 199335.778  30.0%   126   20s
   189   191 199335.778   53    7 284690.778 199335.778  30.0%  97.6   25s
   271   273 199335.778   64    7 284690.778 199335.778  30.0%  87.4   30s
   348   350 199335.778   51    7 284690.778 199335.778  30.0%  75.5   35s
   432   434 199335.778   61    7 284690.778 199335.778  30.0%  67.3   40s
   491   493 199335.778   72    7 284690.778 199335.778  30.0%  65.0   45s
   518   517 199335.778   67    9 284690.778 199335.778  30.0%  64.4   50s
   523   520 199335.778    7    8 284690.778 199335.778  30.0%  63.8   55s
   527   523 199335.778   53    7 284690.778 199335.778  30.0%  63.3   61s
   533   527 199335.778   66   12 284690.778 199335.778  30.0%  62.6   65s
   591   568 199335.778   24    9 284690.778 199335.778  30.0%  96.0   70s
H  611   552                    283522.77778 199335.778  29.7%  93.3   71s
   641   574 199335.778   25    9 283522.778 199335.778  29.7%  91.3   75s
   682   601 199335.778   36   10 283522.778 199335.778  29.7%  86.5   80s
   725   630 199335.778   27    9 283522.778 199335.778  29.7%  82.5   85s
   803   682 199335.778   30    9 283522.778 199335.778  29.7%  75.4   90s
   861   721 199335.778   33   14 283522.778 199335.778  29.7%  71.5   96s
   937   771 199335.778   36    9 283522.778 199335.778  29.7%  66.5  100s
  1019   826 199335.778   31   13 283522.778 199335.778  29.7%  62.1  105s
  1083   869 199335.778   29   17 283522.778 199335.778  29.7%  59.2  110s
  1208   952 199335.778   32   13 283522.778 199335.778  29.7%  57.8  115s
  1354  1049 199335.778   35   11 283522.778 199335.778  29.7%  53.7  120s
  1395  1077 199335.778   36   11 283522.778 199335.778  29.7%  52.5  125s
  1543  1175 199335.778   45   11 283522.778 199335.778  29.7%  49.0  130s
  1680  1267 199335.778   20    9 283522.778 199335.778  29.7%  46.6  135s
  1829  1366 199335.778   32    9 283522.778 199335.778  29.7%  44.2  140s
  1975  1463 199335.778   40   11 283522.778 199335.778  29.7%  41.8  145s
