
Gurobi 12.0.3 (win64) logging started Mon Sep  7 20:55:55 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_libre\Swap_fixed_3estaciones_160kW_Descomp\station_2_d274_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26358 rows, 54733 columns and 249676 nonzeros
Model fingerprint: 0xe429cc3a
Variable types: 2129 continuous, 52604 integer (19481 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23482 rows and 44293 columns
Presolve time: 0.56s
Presolved: 2876 rows, 10440 columns, 34218 nonzeros
Variable types: 824 continuous, 9616 integer (9084 binary)
Found heuristic solution: objective 544055.88889
Root relaxation presolved: 2876 rows, 10440 columns, 34218 nonzeros


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   12292    1.8184626e+05   3.724340e+01   0.000000e+00      5s
   12318    1.8184626e+05   0.000000e+00   0.000000e+00      5s
   12318    1.8184626e+05   0.000000e+00   0.000000e+00      5s

Root relaxation: objective 1.818463e+05, 12318 iterations, 4.28 seconds (2.08 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 181846.257    0   31 544055.889 181846.257  66.6%     -    7s
     0     0 181846.257    0   36 544055.889 181846.257  66.6%     -    9s
     0     0 181846.257    0   79 544055.889 181846.257  66.6%     -    9s
     0     0 182329.888    0   16 544055.889 182329.888  66.5%     -   12s
     0     0 182329.888    0   20 544055.889 182329.888  66.5%     -   12s
     0     0 182329.888    0   11 544055.889 182329.888  66.5%     -   15s
     0     0 182329.888    0   12 544055.889 182329.888  66.5%     -   17s
     0     0 182329.888    0   15 544055.889 182329.888  66.5%     -   17s
     0     0 182329.888    0   13 544055.889 182329.888  66.5%     -   19s
     0     0 182329.888    0   47 544055.889 182329.888  66.5%     -   19s
     0     0 182329.888    0   18 544055.889 182329.888  66.5%     -   20s
     0     0 182329.888    0   18 544055.889 182329.888  66.5%     -   21s
H    0     0                    290979.00000 182329.888  37.3%     -   22s
     0     2 182329.888    0   14 290979.000 182329.888  37.3%     -   24s
     1     3 182329.888    1   31 290979.000 182329.888  37.3%  1607   25s
    22    24 182329.888    6   11 290979.000 182329.888  37.3%   241   30s
    60    62 182329.888   17   57 290979.000 182329.888  37.3%   269   35s
   106   108 182329.888   31    8 290979.000 182329.888  37.3%   192   40s
   167   169 182329.888   43    8 290979.000 182329.888  37.3%   144   45s
   203   205 182329.888   51    8 290979.000 182329.888  37.3%   124   51s
   216   218 182329.888   53    8 290979.000 182329.888  37.3%   119   55s
   270   272 182329.888   59   12 290979.000 182329.888  37.3%   102   60s
   319   321 182329.888   59    8 290979.000 182329.888  37.3%  90.0   65s
   351   353 182329.888   45    8 290979.000 182329.888  37.3%  84.9   70s
   388   390 182329.888   51    8 290979.000 182329.888  37.3%  80.2   75s
   432   434 182329.888   57    8 290979.000 182329.888  37.3%  75.7   80s
   442   444 182329.888   59    8 290979.000 182329.888  37.3%  74.9   87s
   459   461 182329.888   62    8 290979.000 182329.888  37.3%  73.6   90s
   494   496 182329.888   68    8 290979.000 182329.888  37.3%  70.7   95s
   512   513 182329.888   16   18 290979.000 182329.888  37.3%  69.2  101s
   514   514 182329.888   60   54 290979.000 182329.888  37.3%  68.9  109s
   515   515 182329.888   47   20 290979.000 182329.888  37.3%  68.8  110s
   517   516 182329.888   41   21 290979.000 182329.888  37.3%  68.5  116s
   520   518 182329.888   46   22 290979.000 182329.888  37.3%  68.1  121s
   524   521 182329.888   53   29 290979.000 182329.888  37.3%  67.6  125s
   528   524 182329.888   30   28 290979.000 182329.888  37.3%  67.1  130s
   533   527 182329.888   46   18 290979.000 182329.888  37.3%  66.5  139s
   534   530 182329.888   16   41 290979.000 182329.888  37.3%   165  140s
   560   547 182329.888   22   11 290979.000 182329.888  37.3%   164  145s
   584   563 182329.888   28   13 290979.000 182329.888  37.3%   178  150s
   591   568 182329.888   30   15 290979.000 182329.888  37.3%   178  155s
   611   581 182329.888   36   15 290979.000 182329.888  37.3%   173  160s
   634   596 182329.888   43   15 290979.000 182329.888  37.3%   168  165s
   641   601 182329.888   45   15 290979.000 182329.888  37.3%   167  171s
   661   614 182329.888   50   13 290979.000 182329.888  37.3%   163  175s
   688   632 182329.888   53   13 290979.000 182329.888  37.3%   158  180s
