
Gurobi 10.0.0 (win64) logging started Thu Jul 30 20:35:49 2026

Set parameter LogFile to value "output\Taller_DET_Agosto\Swap_8lhds_max_production\station_1_d91_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 10.0.0 build v10.0.0rc2 (win64)

CPU model: 11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 4 physical cores, 8 logical processors, using up to 1 threads

Optimize a model with 36103 rows, 81491 columns and 371038 nonzeros
Model fingerprint: 0x1feba5a6
Variable types: 4807 continuous, 76684 integer (43561 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 3e+04]
Presolve removed 33373 rows and 59828 columns
Presolve time: 1.28s
Presolved: 2730 rows, 21663 columns, 67023 nonzeros
Variable types: 472 continuous, 21191 integer (20844 binary)
Root relaxation presolved: 2730 rows, 21663 columns, 67023 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 5.893221e+05, 8836 iterations, 0.63 seconds (0.15 work units)
Total elapsed time = 5.01s

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 610397.087    0  102          - 610397.087      -     -    5s
H    0     0                    671637.06667 610397.087  9.12%     -    5s
     0     0 630330.986    0   31 671637.067 630330.986  6.15%     -    9s
     0     0 631190.730    0  102 671637.067 631190.730  6.02%     -   15s
     0     0 631190.730    0  102 671637.067 631190.730  6.02%     -   15s
     0     0 631190.730    0   19 671637.067 631190.730  6.02%     -   19s
     0     0 631190.730    0  125 671637.067 631190.730  6.02%     -   21s
     0     0 631190.730    0   44 671637.067 631190.730  6.02%     -   25s
     0     0 631190.730    0  115 671637.067 631190.730  6.02%     -   34s
     0     0 631190.730    0   45 671637.067 631190.730  6.02%     -   39s
     0     0 631190.730    0  133 671637.067 631190.730  6.02%     -   41s
     0     0 631190.730    0   52 671637.067 631190.730  6.02%     -   45s
     0     0 631190.730    0   33 671637.067 631190.730  6.02%     -   46s
     0     2 631190.730    0   31 671637.067 631190.730  6.02%     -   63s
     3     5 631190.730    2  140 671637.067 631190.730  6.02%  1689   66s
     7     9 631190.730    4  148 671637.067 631190.730  6.02%  1134   70s
    16    18 631190.730    8  104 671637.067 631190.730  6.02%   880   75s
H   24    24                    671637.03195 631190.730  6.02%  1095   83s
    27    29 631190.730    8  141 671637.032 631190.730  6.02%  1117   85s
    35    37 631190.730   10   54 671637.032 631190.730  6.02%  1262   90s
    40    42 631190.730   10   40 671637.032 631190.730  6.02%  1463   98s
    46    48 631190.730    4  126 671637.032 631190.730  6.02%  1331  100s
    52    54 631190.730    7  138 671637.032 631190.730  6.02%  1354  105s
    63    65 631190.730   11   59 671637.032 631190.730  6.02%  1271  117s
    64    66 631190.730   11   97 671637.032 631190.730  6.02%  1276  121s
    67    69 631190.730   10   33 671637.032 631190.730  6.02%  1469  125s
    72    74 631190.730   11  111 671637.032 631190.730  6.02%  1590  130s
    77    79 631190.730   10   32 671637.032 631190.730  6.02%  1583  135s
    84    86 631190.730   10   54 671637.032 631190.730  6.02%  1558  140s
    95    97 631190.730   16  162 671637.032 631190.730  6.02%  1418  147s
   101   103 631190.730   18  153 671637.032 631190.730  6.02%  1357  150s
   106   108 631190.730   19  137 671637.032 631190.730  6.02%  1316  158s
H  107   107                    671637.03105 631190.730  6.02%  1304  168s
   109   111 631190.730   20   34 671637.031 631190.730  6.02%  1380  170s
   119   121 631190.730   23  101 671637.031 631190.730  6.02%  1351  175s
   131   133 631190.730   27   89 671637.031 631190.730  6.02%  1265  180s
   139   141 631190.730   31   81 671637.031 631190.730  6.02%  1267  185s
   150   152 631190.730   26   81 671637.031 631190.730  6.02%  1205  191s
   162   164 631190.730   28  117 671637.031 631190.730  6.02%  1144  195s
   164   166 631190.730   29  114 671637.031 631190.730  6.02%  1137  201s
   172   174 631190.730   33  110 671637.031 631190.730  6.02%  1103  206s
   179   181 631190.730   51   71 671637.031 631190.730  6.02%  1107  210s
   188   190 631190.730   24   84 671637.031 631190.730  6.02%  1075  216s
   194   196 631190.730   23  117 671637.031 631190.730  6.02%  1058  223s
   198   200 631190.730   24   92 671637.031 631190.730  6.02%  1052  225s
   203   205 631190.730   28   65 671637.031 631190.730  6.02%  1048  237s
   207   209 631190.730   30   50 671637.031 631190.730  6.02%  1064  247s
   212   214 631190.730   20   48 671637.031 631190.730  6.02%  1078  250s
   225   227 631190.730   23  135 671637.031 631190.730  6.02%  1045  255s
   244   246 631190.730   29  111 671637.031 631190.730  6.02%   986  260s
   261   263 631190.730   32   69 671637.031 631190.730  6.02%   939  265s
   281   283 631190.730   42   56 671637.031 631190.730  6.02%   890  270s
   285   287 631190.730   44   56 671637.031 631190.730  6.02%   929  281s
   295   297 631190.730   49   60 671637.031 631190.730  6.02%   911  285s
