
Gurobi 12.0.3 (win64) logging started Mon Sep  7 20:53:48 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_libre\Swap_fixed_3estaciones_160kW_Descomp\station_1_d305_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26328 rows, 53707 columns and 244624 nonzeros
Model fingerprint: 0x47c39f5a
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23458 rows and 43783 columns
Presolve time: 0.23s
Presolved: 2870 rows, 9924 columns, 32676 nonzeros
Variable types: 824 continuous, 9100 integer (8568 binary)
Found heuristic solution: objective 541200.77778
Root relaxation presolved: 2870 rows, 9924 columns, 32676 nonzeros


Root relaxation: objective 1.813781e+05, 9859 iterations, 0.92 seconds (1.24 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 181378.087    0   34 541200.778 181378.087  66.5%     -    2s
H    0     0                    539643.44444 181378.087  66.4%     -    2s
     0     0 181381.291    0   49 539643.444 181381.291  66.4%     -    2s
     0     0 181381.291    0   28 539643.444 181381.291  66.4%     -    3s
     0     0 181381.291    0   30 539643.444 181381.291  66.4%     -    4s
     0     0 181381.291    0   39 539643.444 181381.291  66.4%     -    4s
     0     0 181381.291    0   44 539643.444 181381.291  66.4%     -    5s
H    0     0                    539513.66667 181381.291  66.4%     -    5s
     0     0 181381.291    0   82 539513.667 181381.291  66.4%     -    5s
     0     0 181486.333    0   19 539513.667 181486.333  66.4%     -    6s
     0     0 181486.333    0   45 539513.667 181486.333  66.4%     -    6s
     0     0 181486.333    0   11 539513.667 181486.333  66.4%     -    6s
H    0     0                    539448.77778 181486.333  66.4%     -    6s
     0     0 181486.333    0   19 539448.778 181486.333  66.4%     -    6s
     0     0 181486.333    0   28 539448.778 181486.333  66.4%     -    7s
     0     0 181486.333    0   54 539448.778 181486.333  66.4%     -    7s
     0     0 181486.333    0   13 539448.778 181486.333  66.4%     -    8s
     0     0 181486.333    0   18 539448.778 181486.333  66.4%     -    8s
     0     0 181486.333    0   15 539448.778 181486.333  66.4%     -    8s
     0     0 181486.333    0   13 539448.778 181486.333  66.4%     -    9s
H    0     0                    434693.00000 181486.333  58.2%     -    9s
H    0     0                    434173.88889 181486.333  58.2%     -    9s
H    0     0                    432486.77778 181486.333  58.0%     -    9s
H    0     0                    325200.33333 181486.333  44.2%     -    9s
H    0     0                    290200.33333 181486.333  37.5%     -    9s
     0     2 181486.333    0   13 290200.333 181486.333  37.5%     -   10s
    36    38 181486.333   18  139 290200.333 181486.333  37.5%   358   15s
    81    83 181486.333   41   15 290200.333 181486.333  37.5%   268   20s
   135   137 181486.333   68   31 290200.333 181486.333  37.5%   168   25s
   202   204 181486.333    3   79 290200.333 181486.333  37.5%   136   30s
   228   230 181486.333   10   19 290200.333 181486.333  37.5%   154   35s
   282   284 181486.333   30   18 290200.333 181486.333  37.5%   179   40s
   300   302 181486.333   39   98 290200.333 181486.333  37.5%   177   46s
   324   326 181486.333   51   25 290200.333 181486.333  37.5%   198   50s
   360   362 181486.333   66   16 290200.333 181486.333  37.5%   181   55s
   397   399 181486.333   78   11 290200.333 181486.333  37.5%   167   62s
   405   407 181486.333   81   49 290200.333 181486.333  37.5%   165   66s
   430   432 181486.333   94    9 290200.333 181486.333  37.5%   167   70s
   494   496 181486.333  117   13 290200.333 181486.333  37.5%   157   77s
   512   513 181486.333   18   13 290200.333 181486.333  37.5%   153   82s
   514   514 181486.333   11   23 290200.333 181486.333  37.5%   153   86s
   517   516 181486.333   63   19 290200.333 181486.333  37.5%   152   90s
   521   519 181486.333   66   20 290200.333 181486.333  37.5%   151   96s
   523   520 181486.333   43   20 290200.333 181486.333  37.5%   150  100s
   529   524 181486.333    9   19 290200.333 181486.333  37.5%   148  105s
   534   528 181486.333   78   15 290200.333 181486.333  37.5%   147  111s
   542   535 181486.333   17   44 290200.333 181486.333  37.5%   221  115s
   568   552 181486.333   20   69 290200.333 181486.333  37.5%   239  120s
   579   560 181486.333   28   61 290200.333 181486.333  37.5%   246  125s
   589   566 181486.333   33   34 290200.333 181486.333  37.5%   258  132s
   591   568 181486.333   28   14 290200.333 181486.333  37.5%   259  135s
   626   591 181486.333   46   19 290200.333 181486.333  37.5%   245  140s
