
Gurobi 12.0.3 (win64) logging started Mon Sep  7 19:54:13 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_restringido\Swap_fixed_3estaciones_160kW_Descomp\station_2_d60_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26902 rows, 54733 columns and 250220 nonzeros
Model fingerprint: 0xc5cb0b78
Variable types: 2129 continuous, 52604 integer (19481 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 25582 rows and 45464 columns
Presolve time: 0.23s
Presolved: 1320 rows, 9269 columns, 29684 nonzeros
Variable types: 216 continuous, 9053 integer (8776 binary)
Found heuristic solution: objective 544055.88889
Root relaxation presolved: 1320 rows, 9269 columns, 29684 nonzeros


Use crossover to convert LP symmetric solution to basic solution...

Root relaxation: objective 2.424889e+05, 3907 iterations, 0.07 seconds (0.07 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 242488.876    0   42 544055.889 242488.876  55.4%     -    0s
H    0     0                    540941.22222 242488.876  55.2%     -    0s
     0     0 253118.767    0   52 540941.222 253118.767  53.2%     -    1s
H    0     0                    432227.22222 253637.878  41.3%     -    1s
     0     0 265348.870    0   18 432227.222 265348.870  38.6%     -    2s
     0     0 265348.870    0   18 432227.222 265348.870  38.6%     -    2s
H    0     0                    409062.88889 265348.870  35.1%     -    2s
     0     0 265348.870    0   37 409062.889 265348.870  35.1%     -    3s
     0     0 265348.870    0   17 409062.889 265348.870  35.1%     -    3s
     0     0 265348.870    0   17 409062.889 265348.870  35.1%     -    3s
     0     0 265348.870    0   19 409062.889 265348.870  35.1%     -    3s
     0     0 265348.870    0   45 409062.889 265348.870  35.1%     -    5s
     0     0 265348.870    0   34 409062.889 265348.870  35.1%     -    5s
     0     0 265348.870    0   25 409062.889 265348.870  35.1%     -    6s
H    0     0                    408998.00000 265348.870  35.1%     -    6s
H    0     0                    290979.00000 265348.870  8.81%     -    6s
     0     2 265348.870    0   17 290979.000 265348.870  8.81%     -    7s
H    9     9                    290200.33333 265348.870  8.56%   279    8s
    27    29 265348.870   14   71 290200.333 265348.870  8.56%   307   10s
    82    84 265348.870   21   15 290200.333 265348.870  8.56%   141   15s
   191   193 265348.870   32   15 290200.333 265348.870  8.56%  73.9   20s
   297   299 265348.870   45   17 290200.333 265348.870  8.56%  58.1   25s
   355   357 265348.870   58   15 290200.333 265348.870  8.56%  53.4   30s
   462   464 265348.870   79   13 290200.333 265348.870  8.56%  47.7   35s
   517   516 265348.870   70   13 290200.333 265348.870  8.56%  47.4   40s
   521   519 265348.870   50   17 290200.333 265348.870  8.56%  47.0   45s
   541   534 265348.870   16   10 290200.333 265348.870  8.56%  94.6   50s
   599   573 265348.870   33   14 290200.333 265348.870  8.56%  98.3   55s
   667   618 265348.870   44   18 290200.333 265348.870  8.56%  90.3   60s
   734   663 265348.870   44   43 290200.333 265348.870  8.56%  84.1   65s
   805   710 265348.870   54   12 290200.333 265348.870  8.56%  79.1   70s
   870   754 265348.870   61   10 290200.333 265348.870  8.56%  75.6   75s
   935   797 265348.870   61   10 290200.333 265348.870  8.56%  72.3   80s
   991   834 265348.870   58   12 290200.333 265348.870  8.56%  70.0   85s
  1072   888 265348.870   53   10 290200.333 265348.870  8.56%  67.2   90s
  1142   935 265348.870   41   14 290200.333 265348.870  8.56%  64.7   95s
  1239  1000 265348.870   55   14 290200.333 265348.870  8.56%  61.9  100s
H 1345  1041                    290200.27800 265348.870  8.56%  59.4  105s
  1423  1095 265348.870   67   10 290200.278 265348.870  8.56%  57.8  110s
  1529  1166 265348.870   84   14 290200.278 265348.870  8.56%  55.7  115s
  1620  1227 265348.870   62   14 290200.278 265348.870  8.56%  54.1  121s
  1702  1281 265348.870   61   10 290200.278 265348.870  8.56%  53.1  125s
  1822  1361 265348.870   58   12 290200.278 265348.870  8.56%  51.6  130s
  1938  1439 265348.870   57   14 290200.278 265348.870  8.56%  50.4  135s
  2034  1504 265348.870   54   10 290200.278 265348.870  8.56%  49.5  141s
  2118  1588 265348.870   47   14 290200.278 265348.870  8.56%  48.7  145s
  2231  1701 265348.870   86   10 290200.278 265348.870  8.56%  49.0  150s
  2341  1811 265348.870  100   10 290200.278 265348.870  8.56%  48.5  155s
