
Gurobi 12.0.3 (win64) logging started Mon Sep  7 20:55:55 2026

Set parameter LogFile to value "C:\Users\TECNO-MASTER\Desktop\Elmo_infrastructure_sizing_NP-\output\DCH_septiembre\Bateria_353\Costo_fijo\Swap_libre\Swap_fixed_3estaciones_160kW_Descomp\station_3_d152_stage1\ELMO_log.txt"
Set parameter Threads to value 1
Set parameter Heuristics to value 0.5
Set parameter MIPFocus to value 3
Set parameter Presolve to value 2
Set parameter FlowCoverCuts to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (win64 - Windows 11+.0 (26200.2))

CPU model: Intel(R) Core(TM) i9-14900K, instruction set [SSE2|AVX|AVX2]
Thread count: 24 physical cores, 32 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  1200
MIPGap  0.05
Heuristics  0.5
MIPFocus  3
FlowCoverCuts  2
Presolve  2
Threads  1

Optimize a model with 26358 rows, 53707 columns and 244686 nonzeros
Model fingerprint: 0x7de5c6b5
Variable types: 2099 continuous, 51608 integer (18485 binary)
Coefficient statistics:
  Matrix range     [1e+00, 3e+02]
  Objective range  [4e-01, 8e+04]
  Bounds range     [1e+00, 1e+01]
  RHS range        [1e+00, 1e+04]
Presolve removed 23428 rows and 43754 columns
Presolve time: 0.79s
Presolved: 2930 rows, 9953 columns, 32790 nonzeros
Variable types: 824 continuous, 9129 integer (8566 binary)
Root relaxation presolved: 2930 rows, 9953 columns, 32790 nonzeros


Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   12416    1.8175902e+05   2.147196e+03   0.000000e+00      5s
   14259    1.8175902e+05   0.000000e+00   0.000000e+00      6s
   14259    1.8175902e+05   0.000000e+00   0.000000e+00      6s

Root relaxation: objective 1.817590e+05, 14259 iterations, 4.86 seconds (2.32 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 181759.022    0   53          - 181759.022      -     -    9s
     0     0 181769.231    0   47          - 181769.231      -     -   10s
H    0     0                    287079.55556 181769.231  36.7%     -   11s
     0     0 182329.888    0   63 287079.556 182329.888  36.5%     -   12s
     0     0 182329.888    0   58 287079.556 182329.888  36.5%     -   12s
     0     0 182329.888    0   13 287079.556 182329.888  36.5%     -   14s
     0     0 182329.888    0   14 287079.556 182329.888  36.5%     -   14s
     0     0 182329.888    0   17 287079.556 182329.888  36.5%     -   15s
     0     0 182329.888    0   49 287079.556 182329.888  36.5%     -   15s
     0     0 182329.888    0   18 287079.556 182329.888  36.5%     -   17s
     0     0 182329.888    0   17 287079.556 182329.888  36.5%     -   17s
     0     2 182329.888    0   16 287079.556 182329.888  36.5%     -   18s
     8    10 182329.888    4   43 287079.556 182329.888  36.5%   386   20s
H   26    26                    286236.00000 182329.888  36.3%   336   23s
    36    38 182329.888    7   23 286236.000 182329.888  36.3%   289   25s
    62    64 182329.888   15   35 286236.000 182329.888  36.3%   197   30s
   106   108 182329.888   10   20 286236.000 182329.888  36.3%   166   35s
   136   138 182329.888   34   14 286236.000 182329.888  36.3%   136   40s
   191   193 182329.888   45   21 286236.000 182329.888  36.3%   111   45s
   208   210 182329.888   46   14 286236.000 182329.888  36.3%   104   50s
   271   273 182329.888   55   14 286236.000 182329.888  36.3%  88.9   55s
   287   289 182329.888   48   14 286236.000 182329.888  36.3%  85.6   60s
   329   331 182329.888   54   18 286236.000 182329.888  36.3%  79.3   65s
   378   380 182329.888   63   16 286236.000 182329.888  36.3%  74.5   71s
   415   417 182329.888   71   14 286236.000 182329.888  36.3%  71.4   75s
   475   477 182329.888   79   12 286236.000 182329.888  36.3%  70.0   80s
   512   513 182329.888   36   17 286236.000 182329.888  36.3%  67.2   91s
   514   514 182329.888   20   36 286236.000 182329.888  36.3%  66.9  103s
   515   515 182329.888   22   17 286236.000 182329.888  36.3%  66.8  105s
   518   517 182329.888   68   11 286236.000 182329.888  36.3%  66.4  110s
   521   519 182329.888    7   28 286236.000 182329.888  36.3%  66.0  115s
   524   521 182329.888   57   15 286236.000 182329.888  36.3%  65.7  120s
   533   527 182329.888   89   19 286236.000 182329.888  36.3%  64.5  128s
   534   528 182329.888   56   19 286236.000 182329.888  36.3%  64.4  130s
   553   542 182329.888   19   15 286236.000 182329.888  36.3%   165  135s
   563   549 182329.888   22   99 286236.000 182329.888  36.3%   169  140s
   577   558 182329.888   28   14 286236.000 182329.888  36.3%   173  145s
   591   568 182329.888   31   16 286236.000 182329.888  36.3%   170  150s
   635   597 182329.888   37   15 286236.000 182329.888  36.3%   161  155s
   663   616 182329.888   46   15 286236.000 182329.888  36.3%   155  160s
   688   632 182329.888   48   15 286236.000 182329.888  36.3%   150  167s
   705   644 182329.888   53   17 286236.000 182329.888  36.3%   147  170s
   723   656 182329.888   57   15 286236.000 182329.888  36.3%   144  175s
   750   674 182329.888   63   17 286236.000 182329.888  36.3%   140  181s
   785   697 182329.888   69   15 286236.000 182329.888  36.3%   135  187s
   794   703 182329.888   74   15 286236.000 182329.888  36.3%   134  193s
   805   710 182329.888   72   17 286236.000 182329.888  36.3%   132  195s
